<TICKER>,<DTYYYYMMDD>,<FIRST>,<HIGH>,<LOW>,<CLOSE>,<VALUE>,<VOL>,<OPENINT>,<PER>,<OPEN>,<LAST>
TreasuryBill220905,20240127, 0.00, 0.00, 0.00, 996520.00,0.00, 0,0,D,996520.00,996400.00
TreasuryBill220905,20240124, 0.00, 0.00, 0.00, 996520.00,0.00, 0,0,D,996520.00,996400.00
TreasuryBill220905,20240123, 0.00, 0.00, 0.00, 996520.00,0.00, 0,0,D,996520.00,996400.00
TreasuryBill220905,20240122, 0.00, 0.00, 0.00, 996520.00,0.00, 0,0,D,996520.00,996400.00
TreasuryBill220905,20240121, 0.00, 0.00, 0.00, 996520.00,0.00, 0,0,D,996520.00,996400.00
TreasuryBill220905,20240120, 0.00, 0.00, 0.00, 996520.00,0.00, 0,0,D,996520.00,996400.00
TreasuryBill220905,20240117, 0.00, 0.00, 0.00, 996520.00,0.00, 0,0,D,996520.00,996400.00
TreasuryBill220905,20240116, 0.00, 0.00, 0.00, 996520.00,0.00, 0,0,D,996520.00,996400.00
TreasuryBill220905,20240115, 0.00, 0.00, 0.00, 996520.00,0.00, 0,0,D,996520.00,996400.00
TreasuryBill220905,20240114, 0.00, 0.00, 0.00, 996520.00,0.00, 0,0,D,996520.00,996400.00
TreasuryBill220905,20240113, 0.00, 0.00, 0.00, 996520.00,0.00, 0,0,D,996520.00,996400.00
TreasuryBill220905,20240110, 0.00, 0.00, 0.00, 996520.00,0.00, 0,0,D,996520.00,996400.00
TreasuryBill220905,20240109, 0.00, 0.00, 0.00, 996520.00,0.00, 0,0,D,996520.00,996400.00
TreasuryBill220905,20240108, 0.00, 0.00, 0.00, 996520.00,0.00, 0,0,D,996520.00,996400.00
TreasuryBill220905,20240107, 0.00, 0.00, 0.00, 996520.00,0.00, 0,0,D,996520.00,996400.00
TreasuryBill220905,20240106, 0.00, 0.00, 0.00, 996520.00,0.00, 0,0,D,996520.00,996400.00
TreasuryBill220905,20240103, 0.00, 0.00, 0.00, 996520.00,0.00, 0,0,D,996520.00,996400.00
TreasuryBill220905,20240102, 0.00, 0.00, 0.00, 996520.00,0.00, 0,0,D,996520.00,996400.00
TreasuryBill220905,20240101, 0.00, 0.00, 0.00, 996520.00,0.00, 0,0,D,996520.00,996400.00
TreasuryBill220905,20231231, 0.00, 0.00, 0.00, 996520.00,0.00, 0,0,D,996520.00,996400.00
TreasuryBill220905,20231230, 0.00, 0.00, 0.00, 996520.00,0.00, 0,0,D,996520.00,996400.00
TreasuryBill220905,20231227, 0.00, 0.00, 0.00, 996520.00,0.00, 0,0,D,996520.00,996400.00
TreasuryBill220905,20231226, 0.00, 0.00, 0.00, 996520.00,0.00, 0,0,D,996520.00,996400.00
TreasuryBill220905,20231225, 0.00, 0.00, 0.00, 996520.00,0.00, 0,0,D,996520.00,996400.00
TreasuryBill220905,20231224, 0.00, 0.00, 0.00, 996520.00,0.00, 0,0,D,996520.00,996400.00
TreasuryBill220905,20231223, 0.00, 0.00, 0.00, 996520.00,0.00, 0,0,D,996520.00,996400.00
TreasuryBill220905,20231220, 0.00, 0.00, 0.00, 996520.00,0.00, 0,0,D,996520.00,996400.00
TreasuryBill220905,20231219, 0.00, 0.00, 0.00, 996520.00,0.00, 0,0,D,996520.00,996400.00
TreasuryBill220905,20231218, 0.00, 0.00, 0.00, 996520.00,0.00, 0,0,D,996520.00,996400.00
TreasuryBill220905,20231216, 0.00, 0.00, 0.00, 996520.00,0.00, 0,0,D,996520.00,996400.00
TreasuryBill220905,20231213, 0.00, 0.00, 0.00, 996520.00,0.00, 0,0,D,996520.00,996400.00
TreasuryBill220905,20231212, 0.00, 0.00, 0.00, 996520.00,0.00, 0,0,D,996520.00,996400.00
TreasuryBill220905,20231211, 0.00, 0.00, 0.00, 996520.00,0.00, 0,0,D,996520.00,996400.00
TreasuryBill220905,20231210, 0.00, 0.00, 0.00, 996520.00,0.00, 0,0,D,996520.00,996400.00
TreasuryBill220905,20231209, 0.00, 0.00, 0.00, 996520.00,0.00, 0,0,D,996520.00,996400.00
TreasuryBill220905,20231206, 0.00, 0.00, 0.00, 996520.00,0.00, 0,0,D,996520.00,996400.00
TreasuryBill220905,20231205, 0.00, 0.00, 0.00, 996520.00,0.00, 0,0,D,996520.00,996400.00
TreasuryBill220905,20231204, 0.00, 0.00, 0.00, 996520.00,0.00, 0,0,D,996520.00,996400.00
TreasuryBill220905,20231203, 0.00, 0.00, 0.00, 996520.00,0.00, 0,0,D,996520.00,996400.00
TreasuryBill220905,20231202, 0.00, 0.00, 0.00, 996520.00,0.00, 0,0,D,996520.00,996400.00
TreasuryBill220905,20231129, 0.00, 0.00, 0.00, 996520.00,0.00, 0,0,D,996520.00,996400.00
TreasuryBill220905,20231128, 0.00, 0.00, 0.00, 996520.00,0.00, 0,0,D,996520.00,996400.00
TreasuryBill220905,20231127, 0.00, 0.00, 0.00, 996520.00,0.00, 0,0,D,996520.00,996400.00
TreasuryBill220905,20231126, 0.00, 0.00, 0.00, 996520.00,0.00, 0,0,D,996520.00,996400.00
TreasuryBill220905,20231125, 0.00, 0.00, 0.00, 996520.00,0.00, 0,0,D,996520.00,996400.00
TreasuryBill220905,20231122, 0.00, 0.00, 0.00, 996520.00,0.00, 0,0,D,996520.00,996400.00
TreasuryBill220905,20231121, 0.00, 0.00, 0.00, 996520.00,0.00, 0,0,D,996520.00,996400.00
TreasuryBill220905,20231120, 0.00, 0.00, 0.00, 996520.00,0.00, 0,0,D,996520.00,996400.00
TreasuryBill220905,20231119, 0.00, 0.00, 0.00, 996520.00,0.00, 0,0,D,996520.00,996400.00
TreasuryBill220905,20231118, 0.00, 0.00, 0.00, 996520.00,0.00, 0,0,D,996520.00,996400.00
TreasuryBill220905,20231115, 0.00, 0.00, 0.00, 996520.00,0.00, 0,0,D,996520.00,996400.00
TreasuryBill220905,20231114, 0.00, 0.00, 0.00, 996520.00,0.00, 0,0,D,996520.00,996400.00
TreasuryBill220905,20231113, 0.00, 0.00, 0.00, 996520.00,0.00, 0,0,D,996520.00,996400.00
TreasuryBill220905,20231112, 0.00, 0.00, 0.00, 996520.00,0.00, 0,0,D,996520.00,996400.00
TreasuryBill220905,20231111, 0.00, 0.00, 0.00, 996520.00,0.00, 0,0,D,996520.00,996400.00
TreasuryBill220905,20231108, 0.00, 0.00, 0.00, 996520.00,0.00, 0,0,D,996520.00,996400.00
TreasuryBill220905,20231107, 0.00, 0.00, 0.00, 996520.00,0.00, 0,0,D,996520.00,996400.00
TreasuryBill220905,20231106, 0.00, 0.00, 0.00, 996520.00,0.00, 0,0,D,996520.00,996400.00
TreasuryBill220905,20231105, 0.00, 0.00, 0.00, 996520.00,0.00, 0,0,D,996520.00,996400.00
TreasuryBill220905,20231104, 0.00, 0.00, 0.00, 996520.00,0.00, 0,0,D,996520.00,996400.00
TreasuryBill220905,20231101, 0.00, 0.00, 0.00, 996520.00,0.00, 0,0,D,996520.00,996400.00
TreasuryBill220905,20231031, 0.00, 0.00, 0.00, 996520.00,0.00, 0,0,D,996520.00,996400.00
TreasuryBill220905,20231030, 0.00, 0.00, 0.00, 996520.00,0.00, 0,0,D,996520.00,996400.00
TreasuryBill220905,20231029, 0.00, 0.00, 0.00, 996520.00,0.00, 0,0,D,996520.00,996400.00
TreasuryBill220905,20231028, 0.00, 0.00, 0.00, 996520.00,0.00, 0,0,D,996520.00,996400.00
TreasuryBill220905,20231025, 0.00, 0.00, 0.00, 996520.00,0.00, 0,0,D,996520.00,996400.00
TreasuryBill220905,20231024, 0.00, 0.00, 0.00, 996520.00,0.00, 0,0,D,996520.00,996400.00
TreasuryBill220905,20231023, 0.00, 0.00, 0.00, 996520.00,0.00, 0,0,D,996520.00,996400.00
TreasuryBill220905,20231022, 0.00, 0.00, 0.00, 996520.00,0.00, 0,0,D,996520.00,996400.00
TreasuryBill220905,20231021, 0.00, 0.00, 0.00, 996520.00,0.00, 0,0,D,996520.00,996400.00
TreasuryBill220905,20231018, 0.00, 0.00, 0.00, 996520.00,0.00, 0,0,D,996520.00,996400.00
TreasuryBill220905,20231017, 0.00, 0.00, 0.00, 996520.00,0.00, 0,0,D,996520.00,996400.00
TreasuryBill220905,20231016, 0.00, 0.00, 0.00, 996520.00,0.00, 0,0,D,996520.00,996400.00
TreasuryBill220905,20231015, 0.00, 0.00, 0.00, 996520.00,0.00, 0,0,D,996520.00,996400.00
TreasuryBill220905,20231014, 0.00, 0.00, 0.00, 996520.00,0.00, 0,0,D,996520.00,996400.00
TreasuryBill220905,20231011, 0.00, 0.00, 0.00, 996520.00,0.00, 0,0,D,996520.00,996400.00
TreasuryBill220905,20231010, 0.00, 0.00, 0.00, 996520.00,0.00, 0,0,D,996520.00,996400.00
TreasuryBill220905,20231009, 0.00, 0.00, 0.00, 996520.00,0.00, 0,0,D,996520.00,996400.00
TreasuryBill220905,20231008, 0.00, 0.00, 0.00, 996520.00,0.00, 0,0,D,996520.00,996400.00
TreasuryBill220905,20231007, 0.00, 0.00, 0.00, 996520.00,0.00, 0,0,D,996520.00,996400.00
