<TICKER>,<DTYYYYMMDD>,<FIRST>,<HIGH>,<LOW>,<CLOSE>,<VALUE>,<VOL>,<OPENINT>,<PER>,<OPEN>,<LAST>
TreasuryBill171113,20180205, 0.00, 0.00, 0.00, 994760.00,0.00, 0,0,D,994760.00,995000.00
TreasuryBill171113,20180204, 0.00, 0.00, 0.00, 994760.00,0.00, 0,0,D,994760.00,995000.00
TreasuryBill171113,20180203, 0.00, 0.00, 0.00, 994760.00,0.00, 0,0,D,994760.00,995000.00
TreasuryBill171113,20180131, 0.00, 0.00, 0.00, 994760.00,0.00, 0,0,D,994760.00,995000.00
TreasuryBill171113,20180130, 0.00, 0.00, 0.00, 994760.00,0.00, 0,0,D,994760.00,995000.00
TreasuryBill171113,20180129, 0.00, 0.00, 0.00, 994760.00,0.00, 0,0,D,994760.00,995000.00
TreasuryBill171113,20180128, 0.00, 0.00, 0.00, 994760.00,0.00, 0,0,D,994760.00,995000.00
TreasuryBill171113,20180127, 0.00, 0.00, 0.00, 994760.00,0.00, 0,0,D,994760.00,995000.00
TreasuryBill171113,20180124, 0.00, 0.00, 0.00, 994760.00,0.00, 0,0,D,994760.00,995000.00
TreasuryBill171113,20180123, 0.00, 0.00, 0.00, 994760.00,0.00, 0,0,D,994760.00,995000.00
TreasuryBill171113,20180122, 0.00, 0.00, 0.00, 994760.00,0.00, 0,0,D,994760.00,995000.00
TreasuryBill171113,20180121, 0.00, 0.00, 0.00, 994760.00,0.00, 0,0,D,994760.00,995000.00
TreasuryBill171113,20180120, 0.00, 0.00, 0.00, 994760.00,0.00, 0,0,D,994760.00,995000.00
TreasuryBill171113,20180117, 0.00, 0.00, 0.00, 994760.00,0.00, 0,0,D,994760.00,995000.00
TreasuryBill171113,20180116, 0.00, 0.00, 0.00, 994760.00,0.00, 0,0,D,994760.00,995000.00
TreasuryBill171113,20180115, 0.00, 0.00, 0.00, 994760.00,0.00, 0,0,D,994760.00,995000.00
TreasuryBill171113,20180114, 0.00, 0.00, 0.00, 994760.00,0.00, 0,0,D,994760.00,995000.00
TreasuryBill171113,20180113, 0.00, 0.00, 0.00, 994760.00,0.00, 0,0,D,994760.00,995000.00
TreasuryBill171113,20180110, 0.00, 0.00, 0.00, 994760.00,0.00, 0,0,D,994760.00,995000.00
TreasuryBill171113,20180109, 0.00, 0.00, 0.00, 994760.00,0.00, 0,0,D,994760.00,995000.00
TreasuryBill171113,20180108, 0.00, 0.00, 0.00, 994760.00,0.00, 0,0,D,994760.00,995000.00
TreasuryBill171113,20180107, 0.00, 0.00, 0.00, 994760.00,0.00, 0,0,D,994760.00,995000.00
TreasuryBill171113,20180106, 0.00, 0.00, 0.00, 994760.00,0.00, 0,0,D,994760.00,995000.00
TreasuryBill171113,20180103, 0.00, 0.00, 0.00, 994760.00,0.00, 0,0,D,994760.00,995000.00
TreasuryBill171113,20180102, 0.00, 0.00, 0.00, 994760.00,0.00, 0,0,D,994760.00,995000.00
TreasuryBill171113,20180101, 0.00, 0.00, 0.00, 994760.00,0.00, 0,0,D,994760.00,995000.00
TreasuryBill171113,20171231, 0.00, 0.00, 0.00, 994760.00,0.00, 0,0,D,994760.00,995000.00
TreasuryBill171113,20171230, 0.00, 0.00, 0.00, 994760.00,0.00, 0,0,D,994760.00,995000.00
TreasuryBill171113,20171227, 0.00, 0.00, 0.00, 994760.00,0.00, 0,0,D,994760.00,995000.00
TreasuryBill171113,20171226, 0.00, 0.00, 0.00, 994760.00,0.00, 0,0,D,994760.00,995000.00
TreasuryBill171113,20171225, 0.00, 0.00, 0.00, 994760.00,0.00, 0,0,D,994760.00,995000.00
TreasuryBill171113,20171224, 0.00, 0.00, 0.00, 994760.00,0.00, 0,0,D,994760.00,995000.00
TreasuryBill171113,20171223, 0.00, 0.00, 0.00, 994760.00,0.00, 0,0,D,994760.00,995000.00
TreasuryBill171113,20171220, 0.00, 0.00, 0.00, 994760.00,0.00, 0,0,D,994760.00,995000.00
TreasuryBill171113,20171219, 0.00, 0.00, 0.00, 994760.00,0.00, 0,0,D,994760.00,995000.00
TreasuryBill171113,20171218, 0.00, 0.00, 0.00, 994760.00,0.00, 0,0,D,994760.00,995000.00
TreasuryBill171113,20171217, 0.00, 0.00, 0.00, 994760.00,0.00, 0,0,D,994760.00,995000.00
TreasuryBill171113,20171216, 0.00, 0.00, 0.00, 994760.00,0.00, 0,0,D,994760.00,995000.00
TreasuryBill171113,20171215, 0.00, 0.00, 0.00, 994760.00,0.00, 0,0,D,994760.00,995000.00
TreasuryBill171113,20171214, 0.00, 0.00, 0.00, 994760.00,0.00, 0,0,D,994760.00,995000.00
